model_name,threshold,single_evaluation_metric,train_distribution,test_distribution,train_win_rate,test_win_rate
V1,"[0, 0.4, 0.45, 1]",4.48566637177954,"[41.217501585288524, 0.7609384908053266, 58.02155992390615]","[42.025316455696206, 0.7594936708860759, 57.21518987341773]","[66.3076923076923, 83.33333333333334, 72.45901639344262]","[62.65060240963856, 66.66666666666666, 77.43362831858407]"
V1,"[0, 0.45, 0.5, 1]",1.7758439465009201,"[41.97844007609385, 0.570703868103995, 57.450856055802156]","[42.78481012658228, 0.25316455696202533, 56.9620253164557]","[66.61631419939576, 100.0, 72.18543046357617]","[62.721893491124256, 100.0, 77.33333333333333]"
V1,"[0, 0.5, 0.55, 1]",5.022066503827634,"[42.549143944197844, 0.6341154090044389, 56.81674064679771]","[43.037974683544306, 0.5063291139240507, 56.45569620253165]","[67.06408345752608, 80.0, 72.09821428571429]","[62.94117647058823, 100.0, 77.13004484304933]"
V1,"[0, 0.55, 0.6, 1]",5.190818926749813,"[43.18325935320228, 0.9511731135066582, 55.86556753329106]","[43.54430379746835, 1.0126582278481013, 55.44303797468354]","[67.25403817914831, 53.333333333333336, 72.41770715096482]","[63.372093023255815, 75.0, 77.1689497716895]"
V1,"[0, 0.6, 0.65, 1]",14.104406295671138,"[44.13443246670894, 0.7609384908053266, 55.10462904248573]","[44.55696202531645, 0, 55.44303797468354]","[66.95402298850574, 75.0, 72.38204833141542]","[63.63636363636363, 0, 77.1689497716895]"
V1,"[0, 0.65, 0.7, 1]",8.04204172180126,"[44.89537095751427, 0.8243500317057704, 54.280279010779964]","[44.55696202531645, 0.25316455696202533, 55.18987341772152]","[67.09039548022598, 61.53846153846154, 72.54672897196261]","[63.63636363636363, 100.0, 77.06422018348624]"
V1,"[0, 0.7, 0.75, 1]",6.970707674814646,"[45.719720989220036, 0.7609384908053266, 53.519340519974634]","[44.81012658227848, 1.2658227848101267, 53.92405063291139]","[66.99029126213593, 91.66666666666666, 72.27488151658767]","[63.84180790960452, 60.0, 77.46478873239437]"
V1,"[0, 0.75, 0.8, 1]",7.094736000028332,"[46.480659480025366, 0.7609384908053266, 52.758402029169304]","[46.07594936708861, 1.2658227848101267, 52.65822784810127]","[67.39427012278308, 66.66666666666666, 72.35576923076923]","[63.73626373626373, 100.0, 76.92307692307693]"
V1,"[0, 0.8, 0.85, 1]",2.214706544064518,"[47.24159797083069, 5.643627140139505, 47.1147748890298]","[47.34177215189874, 6.075949367088607, 46.58227848101266]","[67.38255033557047, 83.14606741573034, 71.06325706594886]","[64.70588235294117, 79.16666666666666, 76.63043478260869]"
V1,"[0, 0.85, 0.9, 1]",5.094958192171458,"[52.885225110970204, 1.6487000634115407, 45.466074825618264]","[53.417721518987335, 1.5189873417721518, 45.063291139240505]","[69.06474820143885, 61.53846153846154, 71.40864714086472]","[66.35071090047393, 83.33333333333334, 76.40449438202246]"
V1,"[0, 0.45, 0.5, 1]",1.7758439465009201,"[41.97844007609385, 0.570703868103995, 57.450856055802156]","[42.78481012658228, 0.25316455696202533, 56.9620253164557]","[66.61631419939576, 100.0, 72.18543046357617]","[62.721893491124256, 100.0, 77.33333333333333]"
V1,"[0, 0.5, 0.55, 1]",5.022066503827634,"[42.549143944197844, 0.6341154090044389, 56.81674064679771]","[43.037974683544306, 0.5063291139240507, 56.45569620253165]","[67.06408345752608, 80.0, 72.09821428571429]","[62.94117647058823, 100.0, 77.13004484304933]"
V1,"[0, 0.55, 0.6, 1]",5.190818926749813,"[43.18325935320228, 0.9511731135066582, 55.86556753329106]","[43.54430379746835, 1.0126582278481013, 55.44303797468354]","[67.25403817914831, 53.333333333333336, 72.41770715096482]","[63.372093023255815, 75.0, 77.1689497716895]"
V1,"[0, 0.6, 0.65, 1]",14.104406295671138,"[44.13443246670894, 0.7609384908053266, 55.10462904248573]","[44.55696202531645, 0, 55.44303797468354]","[66.95402298850574, 75.0, 72.38204833141542]","[63.63636363636363, 0, 77.1689497716895]"
V1,"[0, 0.65, 0.7, 1]",8.04204172180126,"[44.89537095751427, 0.8243500317057704, 54.280279010779964]","[44.55696202531645, 0.25316455696202533, 55.18987341772152]","[67.09039548022598, 61.53846153846154, 72.54672897196261]","[63.63636363636363, 100.0, 77.06422018348624]"
V1,"[0, 0.7, 0.75, 1]",6.970707674814646,"[45.719720989220036, 0.7609384908053266, 53.519340519974634]","[44.81012658227848, 1.2658227848101267, 53.92405063291139]","[66.99029126213593, 91.66666666666666, 72.27488151658767]","[63.84180790960452, 60.0, 77.46478873239437]"
V1,"[0, 0.75, 0.8, 1]",7.094736000028332,"[46.480659480025366, 0.7609384908053266, 52.758402029169304]","[46.07594936708861, 1.2658227848101267, 52.65822784810127]","[67.39427012278308, 66.66666666666666, 72.35576923076923]","[63.73626373626373, 100.0, 76.92307692307693]"
V1,"[0, 0.8, 0.85, 1]",2.214706544064518,"[47.24159797083069, 5.643627140139505, 47.1147748890298]","[47.34177215189874, 6.075949367088607, 46.58227848101266]","[67.38255033557047, 83.14606741573034, 71.06325706594886]","[64.70588235294117, 79.16666666666666, 76.63043478260869]"
V1,"[0, 0.85, 0.9, 1]",5.094958192171458,"[52.885225110970204, 1.6487000634115407, 45.466074825618264]","[53.417721518987335, 1.5189873417721518, 45.063291139240505]","[69.06474820143885, 61.53846153846154, 71.40864714086472]","[66.35071090047393, 83.33333333333334, 76.40449438202246]"
V1,"[0, 0.4, 0.5, 1]",4.316135497469458,"[41.217501585288524, 1.3316423589093214, 57.450856055802156]","[42.025316455696206, 1.0126582278481013, 56.9620253164557]","[66.3076923076923, 90.47619047619048, 72.18543046357617]","[62.65060240963856, 75.0, 77.33333333333333]"
V1,"[0, 0.5, 0.6, 1]",4.864190736614801,"[42.549143944197844, 1.5852885225110969, 55.86556753329106]","[43.037974683544306, 1.5189873417721518, 55.44303797468354]","[67.06408345752608, 64.0, 72.41770715096482]","[62.94117647058823, 83.33333333333334, 77.1689497716895]"
V1,"[0, 0.6, 0.7, 1]",7.083233082460647,"[44.13443246670894, 1.5852885225110969, 54.280279010779964]","[44.55696202531645, 0.25316455696202533, 55.18987341772152]","[66.95402298850574, 68.0, 72.54672897196261]","[63.63636363636363, 100.0, 77.06422018348624]"
V1,"[0, 0.7, 0.8, 1]",1.7614435923652751,"[45.719720989220036, 1.5218769816106532, 52.758402029169304]","[44.81012658227848, 2.5316455696202533, 52.65822784810127]","[66.99029126213593, 79.16666666666666, 72.35576923076923]","[63.84180790960452, 80.0, 76.92307692307693]"
V1,"[0, 0.8, 0.9, 1]",1.702868838554196,"[47.24159797083069, 7.2923272035510465, 45.466074825618264]","[47.34177215189874, 7.59493670886076, 45.063291139240505]","[67.38255033557047, 78.26086956521739, 71.40864714086472]","[64.70588235294117, 80.0, 76.40449438202246]"
V1,"[0, 0.45, 0.55, 1]",3.510884526009514,"[41.97844007609385, 1.2048192771084338, 56.81674064679771]","[42.78481012658228, 0.7594936708860759, 56.45569620253165]","[66.61631419939576, 89.47368421052632, 72.09821428571429]","[62.721893491124256, 100.0, 77.13004484304933]"
V1,"[0, 0.55, 0.65, 1]",3.6841317310218957,"[43.18325935320228, 1.7121116043119846, 55.10462904248573]","[43.54430379746835, 1.0126582278481013, 55.44303797468354]","[67.25403817914831, 62.96296296296296, 72.38204833141542]","[63.372093023255815, 75.0, 77.1689497716895]"
V1,"[0, 0.65, 0.75, 1]",3.131115436479317,"[44.89537095751427, 1.5852885225110969, 53.519340519974634]","[44.55696202531645, 1.5189873417721518, 53.92405063291139]","[67.09039548022598, 76.0, 72.27488151658767]","[63.63636363636363, 66.66666666666666, 77.46478873239437]"
V1,"[0, 0.75, 0.85, 1]",2.111683170476827,"[46.480659480025366, 6.404565630944832, 47.1147748890298]","[46.07594936708861, 7.341772151898734, 46.58227848101266]","[67.39427012278308, 81.1881188118812, 71.06325706594886]","[63.73626373626373, 82.75862068965517, 76.63043478260869]"
V1,"[0, 0.85, 0.95, 1]",2.4132535199721765,"[52.885225110970204, 10.779961953075459, 36.33481293595434]","[53.417721518987335, 10.379746835443038, 36.20253164556962]","[69.06474820143885, 75.88235294117646, 69.63350785340315]","[66.35071090047393, 73.17073170731707, 77.62237762237763]"
V1,"[0, 0.4, 0.55, 1]",2.3446651760698645,"[41.217501585288524, 1.9657577679137603, 56.81674064679771]","[42.025316455696206, 1.5189873417721518, 56.45569620253165]","[66.3076923076923, 87.09677419354838, 72.09821428571429]","[62.65060240963856, 83.33333333333334, 77.13004484304933]"
V1,"[0, 0.55, 0.7, 1]",4.740119011638565,"[43.18325935320228, 2.5364616360177554, 54.280279010779964]","[43.54430379746835, 1.2658227848101267, 55.18987341772152]","[67.25403817914831, 62.5, 72.54672897196261]","[63.372093023255815, 80.0, 77.06422018348624]"
V1,"[0, 0.7, 0.85, 1]",2.414827158163084,"[45.719720989220036, 7.165504121750159, 47.1147748890298]","[44.81012658227848, 8.60759493670886, 46.58227848101266]","[66.99029126213593, 82.30088495575221, 71.06325706594886]","[63.84180790960452, 79.41176470588235, 76.63043478260869]"
V1,"[0, 0.85, 1.0, 1]",1.557701305609837,"[52.885225110970204, 47.1147748890298, 0]","[53.417721518987335, 46.58227848101266, 0]","[69.06474820143885, 71.06325706594886, 0]","[66.35071090047393, 76.63043478260869, 0]"
V1,"[0, 0.45, 0.6, 1]",3.74054622992548,"[41.97844007609385, 2.155992390615092, 55.86556753329106]","[42.78481012658228, 1.7721518987341773, 55.44303797468354]","[66.61631419939576, 73.52941176470588, 72.41770715096482]","[62.721893491124256, 85.71428571428571, 77.1689497716895]"
V1,"[0, 0.6, 0.75, 1]",3.195175820007728,"[44.13443246670894, 2.346227013316424, 53.519340519974634]","[44.55696202531645, 1.5189873417721518, 53.92405063291139]","[66.95402298850574, 75.67567567567568, 72.27488151658767]","[63.63636363636363, 66.66666666666666, 77.46478873239437]"
V1,"[0, 0.75, 0.9, 1]",2.6601049587900563,"[46.480659480025366, 8.053265694356373, 45.466074825618264]","[46.07594936708861, 8.860759493670885, 45.063291139240505]","[67.39427012278308, 77.16535433070865, 71.40864714086472]","[63.73626373626373, 82.85714285714286, 76.40449438202246]"
V1,"[0, 0.4, 0.6, 1]",2.3228342896424437,"[41.217501585288524, 2.9169308814204187, 55.86556753329106]","[42.025316455696206, 2.5316455696202533, 55.44303797468354]","[66.3076923076923, 76.08695652173914, 72.41770715096482]","[62.65060240963856, 80.0, 77.1689497716895]"
V1,"[0, 0.6, 0.8, 1]",2.846470037457436,"[44.13443246670894, 3.1071655041217503, 52.758402029169304]","[44.55696202531645, 2.7848101265822782, 52.65822784810127]","[66.95402298850574, 73.46938775510205, 72.35576923076923]","[63.63636363636363, 81.81818181818183, 76.92307692307693]"
V1,"[0, 0.8, 1.0, 1]",1.2407206728455145,"[47.24159797083069, 52.758402029169304, 0]","[47.34177215189874, 52.65822784810127, 0]","[67.38255033557047, 72.35576923076923, 0]","[64.70588235294117, 76.92307692307693, 0]"
V1,"[0, 0.45, 0.65, 1]",3.7953537249904854,"[41.97844007609385, 2.9169308814204187, 55.10462904248573]","[42.78481012658228, 1.7721518987341773, 55.44303797468354]","[66.61631419939576, 73.91304347826086, 72.38204833141542]","[62.721893491124256, 85.71428571428571, 77.1689497716895]"
V1,"[0, 0.65, 0.85, 1]",1.8202917332803759,"[44.89537095751427, 7.989854153455929, 47.1147748890298]","[44.55696202531645, 8.860759493670885, 46.58227848101266]","[67.09039548022598, 80.15873015873017, 71.06325706594886]","[63.63636363636363, 80.0, 76.63043478260869]"
V1,"[0, 0.85, 1, 1]",1.557701305609837,"[52.885225110970204, 47.1147748890298, 0]","[53.417721518987335, 46.58227848101266, 0]","[69.06474820143885, 71.06325706594886, 0]","[66.35071090047393, 76.63043478260869, 0]"
V1,"[0, 0.4, 0.65, 1]",2.479061663003595,"[41.217501585288524, 3.6778693722257447, 55.10462904248573]","[42.025316455696206, 2.5316455696202533, 55.44303797468354]","[66.3076923076923, 75.86206896551724, 72.38204833141542]","[62.65060240963856, 80.0, 77.1689497716895]"
V1,"[0, 0.65, 0.9, 1]",2.241064164948952,"[44.89537095751427, 9.63855421686747, 45.466074825618264]","[44.55696202531645, 10.379746835443038, 45.063291139240505]","[67.09039548022598, 76.97368421052632, 71.40864714086472]","[63.63636363636363, 80.48780487804879, 76.40449438202246]"
V1,"[0, 0.45, 0.7, 1]",4.692900026114835,"[41.97844007609385, 3.741280913126189, 54.280279010779964]","[42.78481012658228, 2.0253164556962027, 55.18987341772152]","[66.61631419939576, 71.1864406779661, 72.54672897196261]","[62.721893491124256, 87.5, 77.06422018348624]"
V1,"[0, 0.7, 0.95, 1]",2.611055699689541,"[45.719720989220036, 17.94546607482562, 36.33481293595434]","[44.81012658227848, 18.9873417721519, 36.20253164556962]","[66.99029126213593, 78.4452296819788, 69.63350785340315]","[63.84180790960452, 76.0, 77.62237762237763]"
V2,"[0, 0.4, 0.45, 1]",1.0973263313131165,"[63.09448319594166, 1.5218769816106532, 35.38363982244769]","[63.037974683544306, 1.5189873417721518, 35.44303797468354]","[68.24120603015076, 87.5, 72.40143369175627]","[70.28112449799197, 83.33333333333334, 72.14285714285714]"
V2,"[0, 0.45, 0.5, 1]",3.501356950081473,"[64.61636017755231, 1.3950538998097652, 33.988585922637924]","[64.55696202531645, 0.7594936708860759, 34.68354430379747]","[68.69479882237488, 50.0, 73.32089552238806]","[70.58823529411765, 66.66666666666666, 72.26277372262774]"
V2,"[0, 0.5, 0.55, 1]",1.4353979649737238,"[66.01141407736209, 1.5852885225110969, 32.403297400126824]","[65.31645569620254, 2.278481012658228, 32.40506329113924]","[68.29971181556196, 60.0, 73.97260273972603]","[70.54263565891473, 55.55555555555556, 73.4375]"
V2,"[0, 0.55, 0.6, 1]",1.3029342199231317,"[67.59670259987318, 2.346227013316424, 30.0570703868104]","[67.59493670886076, 2.278481012658228, 30.126582278481013]","[68.10506566604127, 72.97297297297297, 74.0506329113924]","[70.0374531835206, 77.77777777777779, 73.10924369747899]"
V2,"[0, 0.6, 0.65, 1]",3.254008949469324,"[69.94292961318959, 2.9169308814204187, 27.140139505389982]","[69.87341772151898, 2.0253164556962027, 28.10126582278481]","[68.26835902085222, 73.91304347826086, 74.06542056074767]","[70.28985507246377, 87.5, 72.07207207207207]"
V2,"[0, 0.65, 0.7, 1]",2.4136425885006334,"[72.85986049461002, 2.599873176918199, 24.540266328471784]","[71.89873417721519, 3.5443037974683547, 24.556962025316455]","[68.49434290687554, 80.48780487804879, 73.38501291989664]","[70.77464788732394, 71.42857142857143, 72.16494845360825]"
V2,"[0, 0.7, 0.75, 1]",1.0231059348591276,"[75.45973367152821, 4.946100190234623, 19.59416613823716]","[75.44303797468355, 3.79746835443038, 20.759493670886076]","[68.90756302521008, 66.66666666666666, 75.08090614886731]","[70.80536912751678, 66.66666666666666, 73.17073170731707]"
V2,"[0, 0.75, 0.8, 1]",2.6173034960820774,"[80.40583386176284, 8.750792644261256, 10.843373493975903]","[79.24050632911393, 8.60759493670886, 12.151898734177214]","[68.76971608832808, 77.53623188405797, 73.09941520467837]","[70.6070287539936, 82.35294117647058, 66.66666666666666]"
V2,"[0, 0.8, 0.85, 1]",3.3587354772524387,"[89.1566265060241, 4.629042485732404, 6.214331008243501]","[87.84810126582279, 5.3164556962025316, 6.8354430379746836]","[69.63015647226175, 73.97260273972603, 72.44897959183673]","[71.75792507204612, 76.19047619047619, 59.25925925925925]"
V2,"[0, 0.85, 0.9, 1]",4.957683662077226,"[93.7856689917565, 2.8535193405199744, 3.3608116677235254]","[93.16455696202532, 3.79746835443038, 3.0379746835443036]","[69.84448951994591, 66.66666666666666, 77.35849056603774]","[72.01086956521739, 60.0, 58.333333333333336]"
V2,"[0, 0.45, 0.5, 1]",3.501356950081473,"[64.61636017755231, 1.3950538998097652, 33.988585922637924]","[64.55696202531645, 0.7594936708860759, 34.68354430379747]","[68.69479882237488, 50.0, 73.32089552238806]","[70.58823529411765, 66.66666666666666, 72.26277372262774]"
V2,"[0, 0.5, 0.55, 1]",1.4353979649737238,"[66.01141407736209, 1.5852885225110969, 32.403297400126824]","[65.31645569620254, 2.278481012658228, 32.40506329113924]","[68.29971181556196, 60.0, 73.97260273972603]","[70.54263565891473, 55.55555555555556, 73.4375]"
V2,"[0, 0.55, 0.6, 1]",1.3029342199231317,"[67.59670259987318, 2.346227013316424, 30.0570703868104]","[67.59493670886076, 2.278481012658228, 30.126582278481013]","[68.10506566604127, 72.97297297297297, 74.0506329113924]","[70.0374531835206, 77.77777777777779, 73.10924369747899]"
V2,"[0, 0.6, 0.65, 1]",3.254008949469324,"[69.94292961318959, 2.9169308814204187, 27.140139505389982]","[69.87341772151898, 2.0253164556962027, 28.10126582278481]","[68.26835902085222, 73.91304347826086, 74.06542056074767]","[70.28985507246377, 87.5, 72.07207207207207]"
V2,"[0, 0.65, 0.7, 1]",2.4136425885006334,"[72.85986049461002, 2.599873176918199, 24.540266328471784]","[71.89873417721519, 3.5443037974683547, 24.556962025316455]","[68.49434290687554, 80.48780487804879, 73.38501291989664]","[70.77464788732394, 71.42857142857143, 72.16494845360825]"
V2,"[0, 0.7, 0.75, 1]",1.0231059348591276,"[75.45973367152821, 4.946100190234623, 19.59416613823716]","[75.44303797468355, 3.79746835443038, 20.759493670886076]","[68.90756302521008, 66.66666666666666, 75.08090614886731]","[70.80536912751678, 66.66666666666666, 73.17073170731707]"
V2,"[0, 0.75, 0.8, 1]",2.6173034960820774,"[80.40583386176284, 8.750792644261256, 10.843373493975903]","[79.24050632911393, 8.60759493670886, 12.151898734177214]","[68.76971608832808, 77.53623188405797, 73.09941520467837]","[70.6070287539936, 82.35294117647058, 66.66666666666666]"
V2,"[0, 0.8, 0.85, 1]",3.3587354772524387,"[89.1566265060241, 4.629042485732404, 6.214331008243501]","[87.84810126582279, 5.3164556962025316, 6.8354430379746836]","[69.63015647226175, 73.97260273972603, 72.44897959183673]","[71.75792507204612, 76.19047619047619, 59.25925925925925]"
V2,"[0, 0.85, 0.9, 1]",4.957683662077226,"[93.7856689917565, 2.8535193405199744, 3.3608116677235254]","[93.16455696202532, 3.79746835443038, 3.0379746835443036]","[69.84448951994591, 66.66666666666666, 77.35849056603774]","[72.01086956521739, 60.0, 58.333333333333336]"
V2,"[0, 0.4, 0.5, 1]",2.116752902732342,"[63.09448319594166, 2.9169308814204187, 33.988585922637924]","[63.037974683544306, 2.278481012658228, 34.68354430379747]","[68.24120603015076, 69.56521739130434, 73.32089552238806]","[70.28112449799197, 77.77777777777779, 72.26277372262774]"
V2,"[0, 0.5, 0.6, 1]",0.9415831061315978,"[66.01141407736209, 3.9315155358275207, 30.0570703868104]","[65.31645569620254, 4.556962025316456, 30.126582278481013]","[68.29971181556196, 67.74193548387096, 74.0506329113924]","[70.54263565891473, 66.66666666666666, 73.10924369747899]"
V2,"[0, 0.6, 0.7, 1]",0.606969553515812,"[69.94292961318959, 5.516804058338617, 24.540266328471784]","[69.87341772151898, 5.5696202531645564, 24.556962025316455]","[68.26835902085222, 77.01149425287356, 73.38501291989664]","[70.28985507246377, 77.27272727272727, 72.16494845360825]"
V2,"[0, 0.7, 0.8, 1]",2.4812524029621965,"[75.45973367152821, 13.696892834495877, 10.843373493975903]","[75.44303797468355, 12.40506329113924, 12.151898734177214]","[68.90756302521008, 73.61111111111111, 73.09941520467837]","[70.80536912751678, 77.55102040816327, 66.66666666666666]"
V2,"[0, 0.8, 0.9, 1]",4.359607752461918,"[89.1566265060241, 7.482561826252378, 3.3608116677235254]","[87.84810126582279, 9.113924050632912, 3.0379746835443036]","[69.63015647226175, 71.1864406779661, 77.35849056603774]","[71.75792507204612, 69.44444444444444, 58.333333333333336]"
V2,"[0, 0.45, 0.55, 1]",0.9269199855172733,"[64.61636017755231, 2.9803424223208625, 32.403297400126824]","[64.55696202531645, 3.0379746835443036, 32.40506329113924]","[68.69479882237488, 55.319148936170215, 73.97260273972603]","[70.58823529411765, 58.333333333333336, 73.4375]"
V2,"[0, 0.55, 0.65, 1]",2.4511589856334517,"[67.59670259987318, 5.263157894736842, 27.140139505389982]","[67.59493670886076, 4.30379746835443, 28.10126582278481]","[68.10506566604127, 73.49397590361446, 74.06542056074767]","[70.0374531835206, 82.35294117647058, 72.07207207207207]"
V2,"[0, 0.65, 0.75, 1]",1.4973647790814297,"[72.85986049461002, 7.545973367152822, 19.59416613823716]","[71.89873417721519, 7.341772151898734, 20.759493670886076]","[68.49434290687554, 71.42857142857143, 75.08090614886731]","[70.77464788732394, 68.96551724137932, 73.17073170731707]"
V2,"[0, 0.75, 0.85, 1]",3.5090617546659693,"[80.40583386176284, 13.379835129993658, 6.214331008243501]","[79.24050632911393, 13.924050632911392, 6.8354430379746836]","[68.76971608832808, 76.30331753554502, 72.44897959183673]","[70.6070287539936, 80.0, 59.25925925925925]"
V2,"[0, 0.85, 0.95, 1]",5.537923746050632,"[93.7856689917565, 4.56563094483196, 1.6487000634115407]","[93.16455696202532, 4.810126582278481, 2.0253164556962027]","[69.84448951994591, 69.44444444444444, 80.76923076923077]","[72.01086956521739, 57.89473684210527, 62.5]"
V2,"[0, 0.4, 0.55, 1]",0.5262536334061756,"[63.09448319594166, 4.502219403931516, 32.403297400126824]","[63.037974683544306, 4.556962025316456, 32.40506329113924]","[68.24120603015076, 66.19718309859155, 73.97260273972603]","[70.28112449799197, 66.66666666666666, 73.4375]"
V2,"[0, 0.55, 0.7, 1]",0.79979110054392,"[67.59670259987318, 7.863031071655041, 24.540266328471784]","[67.59493670886076, 7.848101265822785, 24.556962025316455]","[68.10506566604127, 75.80645161290323, 73.38501291989664]","[70.0374531835206, 77.41935483870968, 72.16494845360825]"
V2,"[0, 0.7, 0.85, 1]",3.295030915312497,"[75.45973367152821, 18.325935320228282, 6.214331008243501]","[75.44303797468355, 17.72151898734177, 6.8354430379746836]","[68.90756302521008, 73.70242214532871, 72.44897959183673]","[70.80536912751678, 77.14285714285715, 59.25925925925925]"
V2,"[0, 0.85, 1.0, 1]",2.766387406218554,"[93.7856689917565, 6.214331008243501, 0]","[93.16455696202532, 6.8354430379746836, 0]","[69.84448951994591, 72.44897959183673, 0]","[72.01086956521739, 59.25925925925925, 0]"
V2,"[0, 0.45, 0.6, 1]",1.090879673404329,"[64.61636017755231, 5.3265694356372855, 30.0570703868104]","[64.55696202531645, 5.3164556962025316, 30.126582278481013]","[68.69479882237488, 63.095238095238095, 74.0506329113924]","[70.58823529411765, 66.66666666666666, 73.10924369747899]"
V2,"[0, 0.6, 0.75, 1]",1.185681068370078,"[69.94292961318959, 10.46290424857324, 19.59416613823716]","[69.87341772151898, 9.367088607594937, 20.759493670886076]","[68.26835902085222, 72.12121212121212, 75.08090614886731]","[70.28985507246377, 72.97297297297297, 73.17073170731707]"
V2,"[0, 0.75, 0.9, 1]",4.157284941051986,"[80.40583386176284, 16.233354470513632, 3.3608116677235254]","[79.24050632911393, 17.72151898734177, 3.0379746835443036]","[68.76971608832808, 74.609375, 77.35849056603774]","[70.6070287539936, 75.71428571428571, 58.333333333333336]"
V2,"[0, 0.4, 0.6, 1]",0.8286972194912816,"[63.09448319594166, 6.8484464172479385, 30.0570703868104]","[63.037974683544306, 6.8354430379746836, 30.126582278481013]","[68.24120603015076, 68.51851851851852, 74.0506329113924]","[70.28112449799197, 70.37037037037037, 73.10924369747899]"
V2,"[0, 0.6, 0.8, 1]",2.324770842757611,"[69.94292961318959, 19.213696892834495, 10.843373493975903]","[69.87341772151898, 17.974683544303797, 12.151898734177214]","[68.26835902085222, 74.58745874587459, 73.09941520467837]","[70.28985507246377, 77.46478873239437, 66.66666666666666]"
V2,"[0, 0.8, 1.0, 1]",1.86292793636645,"[89.1566265060241, 10.843373493975903, 0]","[87.84810126582279, 12.151898734177214, 0]","[69.63015647226175, 73.09941520467837, 0]","[71.75792507204612, 66.66666666666666, 0]"
V2,"[0, 0.45, 0.65, 1]",1.8832922959298957,"[64.61636017755231, 8.243500317057704, 27.140139505389982]","[64.55696202531645, 7.341772151898734, 28.10126582278481]","[68.69479882237488, 66.92307692307692, 74.06542056074767]","[70.58823529411765, 72.41379310344827, 72.07207207207207]"
V2,"[0, 0.65, 0.85, 1]",3.172883265472862,"[72.85986049461002, 20.92580849714648, 6.214331008243501]","[71.89873417721519, 21.265822784810126, 6.8354430379746836]","[68.49434290687554, 74.54545454545455, 72.44897959183673]","[70.77464788732394, 76.19047619047619, 59.25925925925925]"
V2,"[0, 0.85, 1, 1]",2.766387406218554,"[93.7856689917565, 6.214331008243501, 0]","[93.16455696202532, 6.8354430379746836, 0]","[69.84448951994591, 72.44897959183673, 0]","[72.01086956521739, 59.25925925925925, 0]"
V2,"[0, 0.4, 0.65, 1]",1.68522729119177,"[63.09448319594166, 9.765377298668358, 27.140139505389982]","[63.037974683544306, 8.860759493670885, 28.10126582278481]","[68.24120603015076, 70.12987012987013, 74.06542056074767]","[70.28112449799197, 74.28571428571429, 72.07207207207207]"
V2,"[0, 0.65, 0.9, 1]",4.001793758945772,"[72.85986049461002, 23.779327837666457, 3.3608116677235254]","[71.89873417721519, 25.063291139240505, 3.0379746835443036]","[68.49434290687554, 73.6, 77.35849056603774]","[70.77464788732394, 73.73737373737373, 58.333333333333336]"
V2,"[0, 0.45, 0.7, 1]",0.8583136503042679,"[64.61636017755231, 10.843373493975903, 24.540266328471784]","[64.55696202531645, 10.886075949367088, 24.556962025316455]","[68.69479882237488, 70.17543859649122, 73.38501291989664]","[70.58823529411765, 72.09302325581395, 72.16494845360825]"
V2,"[0, 0.7, 0.95, 1]",3.5167986542845773,"[75.45973367152821, 22.89156626506024, 1.6487000634115407]","[75.44303797468355, 22.531645569620252, 2.0253164556962027]","[68.90756302521008, 72.85318559556787, 80.76923076923077]","[70.80536912751678, 73.03370786516854, 62.5]"
V3,"[0, 0.4, 0.45, 1]",5.386291250105632,"[63.91883322764743, 1.2048192771084338, 34.87634749524414]","[62.278481012658226, 0.7594936708860759, 36.9620253164557]","[69.04761904761905, 42.10526315789473, 72.72727272727273]","[71.13821138211382, 66.66666666666666, 71.23287671232876]"
V3,"[0, 0.45, 0.5, 1]",3.9439787052220723,"[65.12365250475587, 0.9511731135066582, 33.92517438173748]","[63.037974683544306, 1.0126582278481013, 35.949367088607595]","[68.5491723466407, 60.0, 73.08411214953271]","[71.08433734939759, 75.0, 71.12676056338029]"
V3,"[0, 0.5, 0.55, 1]",4.195077035099363,"[66.07482561826252, 0.8243500317057704, 33.10082435003171]","[64.0506329113924, 0.25316455696202533, 35.69620253164557]","[68.42610364683301, 84.61538461538461, 72.79693486590038]","[71.14624505928853, 100.0, 70.92198581560284]"
V3,"[0, 0.55, 0.6, 1]",13.297779542000026,"[66.89917564996829, 1.3950538998097652, 31.705770450221944]","[64.30379746835443, 1.2658227848101267, 34.43037974683544]","[68.62559241706161, 90.9090909090909, 72.0]","[71.25984251968504, 20.0, 72.79411764705883]"
V3,"[0, 0.6, 0.65, 1]",2.97827985545966,"[68.29422954977807, 2.155992390615092, 29.549778059606847]","[65.56962025316456, 2.5316455696202533, 31.89873417721519]","[69.08077994428969, 58.82352941176471, 72.96137339055794]","[70.27027027027027, 70.0, 73.01587301587301]"
V3,"[0, 0.65, 0.7, 1]",4.120626935175946,"[70.45022194039315, 2.9803424223208625, 26.569435637285988]","[68.10126582278481, 1.7721518987341773, 30.126582278481013]","[68.76687668766877, 72.3404255319149, 73.0310262529833]","[70.26022304832715, 57.14285714285714, 73.94957983193278]"
V3,"[0, 0.7, 0.75, 1]",2.1457957778157075,"[73.43056436271401, 5.136334812935954, 21.43310082435003]","[69.87341772151898, 7.848101265822785, 22.278481012658226]","[68.9119170984456, 66.66666666666666, 74.55621301775149]","[69.92753623188406, 70.96774193548387, 75.0]"
